recodedId,sampleDate,ExtractionID,QC_RTL,DOB,TEL_sampleNO,CULL_DATE,CutoffDate,Survival,Time_Months,Time_Years,Event,residRTL_plateRow,AGE_Y
6431,27/02/2012,844,0.9928157,27/05/2009,4,16/01/2015,01/01/2017,2060,67.54098361,5.643835616,1,-0.103062733,3
6431,27/02/2012,844,0.9928157,27/05/2009,4,16/01/2015,01/01/2017,2060,67.54098361,5.643835616,1,-0.103062733,4
9746,16/03/2010,1010,0.955704899,27/05/2009,2,16/01/2015,01/01/2017,2060,67.54098361,5.643835616,1,-0.037377904,1
9746,28/03/2011,712,0.835970879,27/05/2009,3,16/01/2015,01/01/2017,2060,67.54098361,5.643835616,1,-0.204720038,2
9746,16/02/2012,294,0.90536145,27/05/2009,4,16/01/2015,01/01/2017,2060,67.54098361,5.643835616,1,-0.117935616,3
9746,01/06/2009,789,1.433448268,27/05/2009,1,16/01/2015,01/01/2017,2060,67.54098361,5.643835616,1,0.242560264,0
9746,16/02/2012,294,0.90536145,27/05/2009,4,16/01/2015,01/01/2017,2060,67.54098361,5.643835616,1,-0.117935616,4
9746,20/08/2014,1253,1.064462986,27/05/2009,6,16/01/2015,01/01/2017,2060,67.54098361,5.643835616,1,0.150997231,5
2548,11/06/2009,1158,1.241571754,06/06/2009,1,01/05/2015,01/01/2017,2155,70.6557377,5.904109589,1,0.067024807,0
2548,16/05/2014,220,1.24138109,06/06/2009,6,01/05/2015,01/01/2017,2155,70.6557377,5.904109589,1,0.060893374,5
2548,28/03/2011,1032,1.165324281,06/06/2009,3,01/05/2015,01/01/2017,2155,70.6557377,5.904109589,1,-0.105407702,2
2548,16/03/2010,732,1.493070048,06/06/2009,2,01/05/2015,01/01/2017,2155,70.6557377,5.904109589,1,0.163173244,1
2548,20/02/2012,353,1.095196533,06/06/2009,4,01/05/2015,01/01/2017,2155,70.6557377,5.904109589,1,-0.016937206,4
2548,20/02/2012,353,1.095196533,06/06/2009,4,01/05/2015,01/01/2017,2155,70.6557377,5.904109589,1,-0.016937206,3
8447,17/02/2012,403,1.048295471,29/06/2009,4,04/10/2012,01/01/2017,1193,39.1147541,3.268493151,1,-0.042268983,4
8447,28/03/2011,862,1.24840858,29/06/2009,3,04/10/2012,01/01/2017,1193,39.1147541,3.268493151,1,0.134032998,2
8447,16/03/2010,994,0.875858743,29/06/2009,2,04/10/2012,01/01/2017,1193,39.1147541,3.268493151,1,-0.112857672,1
8447,03/10/2012,1343,0.99309415,29/06/2009,5,04/10/2012,01/01/2017,1193,39.1147541,3.268493151,1,-0.018156075,4
8447,13/07/2009,597,1.084711844,29/06/2009,1,04/10/2012,01/01/2017,1193,39.1147541,3.268493151,1,0.031364861,0
8447,17/02/2012,403,1.048295471,29/06/2009,4,04/10/2012,01/01/2017,1193,39.1147541,3.268493151,1,-0.042268983,3
8447,03/10/2012,1343,0.99309415,29/06/2009,5,04/10/2012,01/01/2017,1193,39.1147541,3.268493151,1,-0.018156075,3
9221,28/09/2009,769,0.987973744,19/09/2009,1,11/08/2012,01/01/2017,1057,34.6557377,2.895890411,1,-0.076954639,0
9221,20/02/2012,906,1.152235307,19/09/2009,3,11/08/2012,01/01/2017,1057,34.6557377,2.895890411,1,0.152056217,2
9221,28/03/2011,239,0.954960135,19/09/2009,2,11/08/2012,01/01/2017,1057,34.6557377,2.895890411,1,-0.080238974,2
7602,19/08/2009,836,1.67389742,10/08/2009,1,08/04/2015,01/01/2017,2067,67.7704918,5.663013699,1,0.365090966,0
7602,16/02/2012,1292,1.330220214,10/08/2009,4,08/04/2015,01/01/2017,2067,67.7704918,5.663013699,1,0.049545924,4
7602,12/05/2014,595,0.936855226,10/08/2009,6,08/04/2015,01/01/2017,2067,67.7704918,5.663013699,1,-0.094040086,5
7602,29/03/2011,1275,1.117279099,10/08/2009,3,08/04/2015,01/01/2017,2067,67.7704918,5.663013699,1,-0.011310418,2
7602,16/02/2012,1292,1.330220214,10/08/2009,4,08/04/2015,01/01/2017,2067,67.7704918,5.663013699,1,0.049545924,3
7602,16/03/2010,567,0.93850891,10/08/2009,2,08/04/2015,01/01/2017,2067,67.7704918,5.663013699,1,-0.158979598,1
9819,27/02/2012,1352,1.098558807,01/11/2009,3,16/05/2014,01/01/2017,1657,54.32786885,4.539726027,1,-0.003679052,2
9819,14/05/2014,589,0.918008317,01/11/2009,5,16/05/2014,01/01/2017,1657,54.32786885,4.539726027,1,-0.131975455,5
9819,11/03/2013,447,1.170487747,01/11/2009,4,16/05/2014,01/01/2017,1657,54.32786885,4.539726027,1,0.053035162,4
9819,30/03/2011,406,1.034156582,01/11/2009,2,16/05/2014,01/01/2017,1657,54.32786885,4.539726027,1,-0.014076318,1
9819,06/11/2009,662,1.192026337,01/11/2009,1,16/05/2014,01/01/2017,1657,54.32786885,4.539726027,1,0.115985773,0
9819,11/03/2013,447,1.170487747,01/11/2009,4,16/05/2014,01/01/2017,1657,54.32786885,4.539726027,1,0.053035162,3
4091,17/02/2012,1129,1.042920856,14/11/2009,3,27/05/2012,01/01/2017,925,30.32786885,2.534246575,1,-0.133538673,2
4091,17/11/2009,1382,1.28716529,14/11/2009,1,27/05/2012,01/01/2017,925,30.32786885,2.534246575,1,0.221767262,0
4091,28/03/2011,1240,1.132822353,14/11/2009,2,27/05/2012,01/01/2017,925,30.32786885,2.534246575,1,0.012571937,1
5501,03/12/2009,198,1.374126714,27/11/2009,1,25/04/2014,01/01/2017,1610,52.78688525,4.410958904,1,0.209646033,0
5501,30/03/2011,359,1.169455674,27/11/2009,2,25/04/2014,01/01/2017,1610,52.78688525,4.410958904,1,0.093953335,1
5501,21/02/2013,310,1.088849193,27/11/2009,4,25/04/2014,01/01/2017,1610,52.78688525,4.410958904,1,0.010766621,3
5501,21/02/2013,310,1.088849193,27/11/2009,4,25/04/2014,01/01/2017,1610,52.78688525,4.410958904,1,0.010766621,4
5501,20/02/2012,1306,0.841796319,27/11/2009,3,25/04/2014,01/01/2017,1610,52.78688525,4.410958904,1,-0.259433444,2
7854,27/03/2012,702,0.907764453,15/12/2009,3,30/09/2014,01/01/2017,1750,57.37704918,4.794520548,1,-0.161977192,2
7854,18/12/2009,1133,1.405218459,15/12/2009,1,30/09/2014,01/01/2017,1750,57.37704918,4.794520548,1,0.204021341,0
7854,03/04/2013,739,0.926221798,15/12/2009,4,30/09/2014,01/01/2017,1750,57.37704918,4.794520548,1,-0.125915433,4
7854,14/04/2011,788,1.202580764,15/12/2009,2,30/09/2014,01/01/2017,1750,57.37704918,4.794520548,1,0.122994341,1
7854,03/04/2013,739,0.926221798,15/12/2009,4,30/09/2014,01/01/2017,1750,57.37704918,4.794520548,1,-0.125915433,3
1024,18/01/2010,559,1.632860185,12/01/2010,1,03/11/2014,01/01/2017,1756,57.57377049,4.810958904,1,0.321987535,0
1024,11/03/2013,1384,1.093733858,12/01/2010,4,03/11/2014,01/01/2017,1756,57.57377049,4.810958904,1,-0.046828827,3
1024,27/02/2012,526,1.087751687,12/01/2010,3,03/11/2014,01/01/2017,1756,57.57377049,4.810958904,1,0.033446626,2
1024,14/04/2011,1320,0.926735086,12/01/2010,2,03/11/2014,01/01/2017,1756,57.57377049,4.810958904,1,-0.059244393,1
1024,11/03/2013,1384,1.093733858,12/01/2010,4,03/11/2014,01/01/2017,1756,57.57377049,4.810958904,1,-0.046828827,4
3524,14/04/2011,277,0.978458946,12/02/2010,2,01/08/2011,01/01/2017,535,17.54098361,1.465753425,1,-0.086683965,1
3524,16/02/2010,798,1.364716674,12/02/2010,1,01/08/2011,01/01/2017,535,17.54098361,1.465753425,1,0.101753992,0
7822,27/02/2013,561,1.417469513,20/02/2010,4,17/07/2014,01/01/2017,1608,52.72131148,4.405479452,1,0.231032976,3
7822,26/02/2010,1229,1.448428168,20/02/2010,1,17/07/2014,01/01/2017,1608,52.72131148,4.405479452,1,0.110933211,0
7822,27/03/2012,676,1.388166074,20/02/2010,3,17/07/2014,01/01/2017,1608,52.72131148,4.405479452,1,0.088210186,2
7822,14/04/2011,1232,1.193622861,20/02/2010,2,17/07/2014,01/01/2017,1608,52.72131148,4.405479452,1,-0.044303563,1
7822,27/02/2013,561,1.417469513,20/02/2010,4,17/07/2014,01/01/2017,1608,52.72131148,4.405479452,1,0.231032976,4
1973,08/03/2010,170,1.090485925,27/02/2010,1,09/07/2014,01/01/2017,1593,52.2295082,4.364383562,1,0.016171578,0
1973,27/02/2012,1283,0.847099593,27/02/2010,3,09/07/2014,01/01/2017,1593,52.2295082,4.364383562,1,-0.203500355,2
1973,14/04/2011,1160,1.197748115,27/02/2010,2,09/07/2014,01/01/2017,1593,52.2295082,4.364383562,1,-0.011367438,1
1973,11/03/2013,734,1.094743723,27/02/2010,4,09/07/2014,01/01/2017,1593,52.2295082,4.364383562,1,0.11530045,3
1973,11/03/2013,734,1.094743723,27/02/2010,4,09/07/2014,01/01/2017,1593,52.2295082,4.364383562,1,0.11530045,4
6951,27/02/2013,1147,1.221226684,02/04/2010,6,01/05/2015,01/01/2017,1855,60.81967213,5.082191781,1,0.07768493,3
6951,14/04/2011,749,1.172358386,02/04/2010,4,01/05/2015,01/01/2017,1855,60.81967213,5.082191781,1,-0.055848385,1
6951,27/02/2013,1147,1.221226684,02/04/2010,6,01/05/2015,01/01/2017,1855,60.81967213,5.082191781,1,0.07768493,4
6951,05/04/2010,102,1.071915349,02/04/2010,1,01/05/2015,01/01/2017,1855,60.81967213,5.082191781,1,0.001594285,0
6951,29/02/2012,1081,1.350689276,02/04/2010,5,01/05/2015,01/01/2017,1855,60.81967213,5.082191781,1,0.057184421,2
8762,22/02/2013,770,1.074586261,26/04/2010,4,09/10/2015,01/01/2017,1992,65.31147541,5.457534247,1,-0.030582549,3
8762,22/02/2013,770,1.074586261,26/04/2010,4,09/10/2015,01/01/2017,1992,65.31147541,5.457534247,1,-0.030582549,4
8762,22/02/2012,811,0.956348936,26/04/2010,3,09/10/2015,01/01/2017,1992,65.31147541,5.457534247,1,-0.165244638,2
8762,29/04/2010,681,1.363798163,26/04/2010,1,09/10/2015,01/01/2017,1992,65.31147541,5.457534247,1,0.140194516,0
8762,14/04/2011,775,1.076946672,26/04/2010,2,09/10/2015,01/01/2017,1992,65.31147541,5.457534247,1,0.071253848,1
385,27/03/2012,686,1.02114277,01/05/2010,3,01/05/2014,01/01/2017,1461,47.90163934,4.002739726,1,0.044396736,2
385,06/05/2010,458,1.100308031,01/05/2010,1,01/05/2014,01/01/2017,1461,47.90163934,4.002739726,1,0.018387219,0
385,27/02/2013,1128,0.845094233,01/05/2010,4,01/05/2014,01/01/2017,1461,47.90163934,4.002739726,1,-0.132088091,3
385,14/04/2011,1120,0.860864638,01/05/2010,2,01/05/2014,01/01/2017,1461,47.90163934,4.002739726,1,-0.113598953,1
385,27/02/2013,1128,0.845094233,01/05/2010,4,01/05/2014,01/01/2017,1461,47.90163934,4.002739726,1,-0.132088091,4
4133,04/10/2010,1013,1.08347403,28/09/2010,1,06/06/2013,01/01/2017,982,32.19672131,2.690410959,1,0.064008876,0
4133,14/04/2011,110,0.876223227,28/09/2010,2,06/06/2013,01/01/2017,982,32.19672131,2.690410959,1,-0.13082351,1
4133,23/03/2012,1150,1.250408159,28/09/2010,3,06/06/2013,01/01/2017,982,32.19672131,2.690410959,1,0.116552144,1
4133,11/03/2013,736,1.136105345,28/09/2010,4,06/06/2013,01/01/2017,982,32.19672131,2.690410959,1,0.030039134,2
5751,23/03/2012,485,1.133196358,11/10/2010,2,NULL,01/01/2017,2274,74.55737705,6.230136986,0,-0.014582001,1
5751,15/10/2010,833,1.276306651,11/10/2010,1,NULL,01/01/2017,2274,74.55737705,6.230136986,0,0.077069081,0
5751,21/02/2013,630,1.420015337,11/10/2010,3,NULL,01/01/2017,2274,74.55737705,6.230136986,0,0.172111393,2
2041,23/03/2012,1201,0.945356759,20/11/2010,2,18/09/2013,01/01/2017,1033,33.86885246,2.830136986,1,-0.074287183,1
2041,25/11/2010,517,0.9015392,20/11/2010,1,18/09/2013,01/01/2017,1033,33.86885246,2.830136986,1,-0.012391959,0
2041,27/02/2013,720,1.007293014,20/11/2010,3,18/09/2013,01/01/2017,1033,33.86885246,2.830136986,1,-0.001476768,2
10953,15/05/2014,1357,0.99838333,06/12/2010,4,04/11/2014,01/01/2017,1429,46.85245902,3.915068493,1,-0.005735147,3
10953,23/03/2012,688,1.183725697,06/12/2010,2,04/11/2014,01/01/2017,1429,46.85245902,3.915068493,1,0.140508284,1
10953,15/05/2014,1357,0.99838333,06/12/2010,4,04/11/2014,01/01/2017,1429,46.85245902,3.915068493,1,-0.005735147,4
10953,27/02/2013,362,1.033682998,06/12/2010,3,04/11/2014,01/01/2017,1429,46.85245902,3.915068493,1,-0.062812676,2
10953,10/12/2010,486,1.006144032,06/12/2010,1,04/11/2014,01/01/2017,1429,46.85245902,3.915068493,1,-0.07078335,0
2210,21/12/2010,193,1.392137648,17/12/2010,1,06/08/2015,01/01/2017,1693,55.50819672,4.638356164,1,0.127385737,0
2210,13/05/2014,94,1.11225011,17/12/2010,4,06/08/2015,01/01/2017,1693,55.50819672,4.638356164,1,0.021399141,3
2210,13/05/2014,94,1.11225011,17/12/2010,4,06/08/2015,01/01/2017,1693,55.50819672,4.638356164,1,0.021399141,4
2210,25/02/2013,866,1.103078942,17/12/2010,3,06/08/2015,01/01/2017,1693,55.50819672,4.638356164,1,-0.098918207,2
2210,23/03/2012,74,1.179911213,17/12/2010,2,06/08/2015,01/01/2017,1693,55.50819672,4.638356164,1,0.076365661,1
7578,21/01/2011,76,1.342904476,11/01/2011,1,04/11/2015,01/01/2017,1758,57.63934426,4.816438356,1,0.208106472,0
7578,28/05/2014,317,1.009484193,11/01/2011,4,04/11/2015,01/01/2017,1758,57.63934426,4.816438356,1,-0.039840815,4
7578,28/05/2014,317,1.009484193,11/01/2011,4,04/11/2015,01/01/2017,1758,57.63934426,4.816438356,1,-0.039840815,3
7578,23/03/2012,991,0.919339555,11/01/2011,2,04/11/2015,01/01/2017,1758,57.63934426,4.816438356,1,-0.112136635,1
7578,15/04/2013,1139,1.085352168,11/01/2011,3,04/11/2015,01/01/2017,1758,57.63934426,4.816438356,1,-0.070604247,2
4529,23/03/2012,224,0.880729365,17/02/2011,2,23/08/2014,01/01/2017,1283,42.06557377,3.515068493,1,-0.177057815,1
4529,15/05/2014,978,1.02036619,17/02/2011,4,23/08/2014,01/01/2017,1283,42.06557377,3.515068493,1,0.051179084,4
4529,22/02/2011,1185,1.091655495,17/02/2011,1,23/08/2014,01/01/2017,1283,42.06557377,3.515068493,1,0.069967143,0
4529,15/05/2014,978,1.02036619,17/02/2011,4,23/08/2014,01/01/2017,1283,42.06557377,3.515068493,1,0.051179084,3
4529,07/03/2013,300,0.944217653,17/02/2011,3,23/08/2014,01/01/2017,1283,42.06557377,3.515068493,1,-0.055439107,2
2349,23/03/2012,1309,1.016172753,14/03/2011,2,NULL,01/01/2017,2120,69.50819672,5.808219178,0,-0.02793779,1
2349,22/03/2011,562,1.084562002,14/03/2011,1,NULL,01/01/2017,2120,69.50819672,5.808219178,0,0.140051169,0
2349,16/04/2013,276,0.942686016,14/03/2011,3,NULL,01/01/2017,2120,69.50819672,5.808219178,0,-0.022093993,2
2349,28/08/2014,238,0.752279692,14/03/2011,4,NULL,01/01/2017,2120,69.50819672,5.808219178,0,-0.233647227,3
2349,28/08/2014,238,0.752279692,14/03/2011,4,NULL,01/01/2017,2120,69.50819672,5.808219178,0,-0.233647227,4
9528,28/08/2014,814,1.064879332,17/03/2011,4,NULL,01/01/2017,2117,69.40983607,5.8,0,-0.014386826,4
9528,22/03/2011,328,0.947963877,17/03/2011,1,NULL,01/01/2017,2117,69.40983607,5.8,0,-0.066164319,0
9528,28/08/2014,814,1.064879332,17/03/2011,4,NULL,01/01/2017,2117,69.40983607,5.8,0,-0.014386826,3
9528,23/03/2012,181,1.293434571,17/03/2011,2,NULL,01/01/2017,2117,69.40983607,5.8,0,0.119063255,1
9528,15/04/2013,772,0.983259398,17/03/2011,3,NULL,01/01/2017,2117,69.40983607,5.8,0,-0.058140298,2
6203,23/03/2012,1180,1.010858743,31/03/2011,2,11/08/2016,01/01/2017,1960,64.26229508,5.369863014,1,-0.048555158,1
6203,03/04/2013,1368,1.199032812,31/03/2011,3,11/08/2016,01/01/2017,1960,64.26229508,5.369863014,1,0.045496091,2
6203,16/05/2014,1092,1.257772,31/03/2011,4,11/08/2016,01/01/2017,1960,64.26229508,5.369863014,1,0.06636444,4
6203,05/04/2011,784,1.132660717,31/03/2011,1,NULL,01/01/2017,2103,68.95081967,5.761643836,0,0.028473292,0
6203,16/05/2014,1092,1.257772,31/03/2011,4,11/08/2016,01/01/2017,1960,64.26229508,5.369863014,1,0.06636444,3
9151,23/03/2012,997,0.947765067,15/04/2011,2,NULL,01/01/2017,2088,68.45901639,5.720547945,0,-0.132169861,1
9151,14/05/2014,149,1.274463233,15/04/2011,4,NULL,01/01/2017,2088,68.45901639,5.720547945,0,0.127243349,4
9151,20/04/2011,1115,1.302749259,15/04/2011,1,NULL,01/01/2017,2088,68.45901639,5.720547945,0,0.13764975,0
9151,14/05/2014,149,1.274463233,15/04/2011,4,NULL,01/01/2017,2088,68.45901639,5.720547945,0,0.127243349,3
9151,03/04/2013,1017,0.817738745,15/04/2011,3,NULL,01/01/2017,2088,68.45901639,5.720547945,0,-0.195752985,2
9679,16/05/2014,1299,1.115152359,24/05/2011,4,NULL,01/01/2017,2049,67.18032787,5.61369863,0,0.046696982,4
9679,23/03/2012,247,1.232004608,24/05/2011,2,NULL,01/01/2017,2049,67.18032787,5.61369863,0,0.043757138,1
9679,30/05/2011,757,1.177938614,24/05/2011,1,NULL,01/01/2017,2049,67.18032787,5.61369863,0,-0.015888722,0
9679,16/05/2014,1299,1.115152359,24/05/2011,4,NULL,01/01/2017,2049,67.18032787,5.61369863,0,0.046696982,3
9679,07/03/2013,469,1.044368461,24/05/2011,3,NULL,01/01/2017,2049,67.18032787,5.61369863,0,-0.047296699,2
3735,23/03/2012,263,1.312765645,03/07/2011,2,15/10/2015,01/01/2017,1565,51.31147541,4.287671233,1,0.070724695,1
3735,13/03/2013,1015,0.944029542,03/07/2011,3,15/10/2015,01/01/2017,1565,51.31147541,4.287671233,1,-0.16426056,2
3735,14/05/2014,496,1.137383723,03/07/2011,4,15/10/2015,01/01/2017,1565,51.31147541,4.287671233,1,-0.016400731,4
3735,08/07/2011,850,1.321845124,03/07/2011,1,15/10/2015,01/01/2017,1565,51.31147541,4.287671233,1,0.206262313,0
3735,14/05/2014,496,1.137383723,03/07/2011,4,15/10/2015,01/01/2017,1565,51.31147541,4.287671233,1,-0.016400731,3
209,23/03/2012,85,0.842863239,04/08/2011,2,18/07/2012,01/01/2017,349,11.44262295,0.956164384,1,-0.174275167,1
209,16/08/2011,1370,1.378445305,04/08/2011,1,18/07/2012,01/01/2017,349,11.44262295,0.956164384,1,0.2628158,0
10482,07/03/2013,180,1.197592145,15/09/2011,2,21/11/2013,01/01/2017,798,26.16393443,2.18630137,1,0.153325664,1
10482,23/09/2011,1363,0.864816233,15/09/2011,1,21/11/2013,01/01/2017,798,26.16393443,2.18630137,1,-0.168527405,0
2187,01/03/2012,614,0.874939528,22/02/2012,1,14/08/2014,01/01/2017,904,29.63934426,2.476712329,1,-0.032894681,0
2187,14/08/2014,290,0.776194475,22/02/2012,3,14/08/2014,01/01/2017,904,29.63934426,2.476712329,1,-0.101552284,2
2187,07/03/2013,853,0.942287613,22/02/2012,2,14/08/2014,01/01/2017,904,29.63934426,2.476712329,1,-0.071809943,1
5013,25/03/2014,1241,1.291582984,11/05/2012,2,14/07/2014,01/01/2017,794,26.03278689,2.175342466,1,0.124874899,2
5013,16/05/2012,165,1.381319408,11/05/2012,1,14/07/2014,01/01/2017,794,26.03278689,2.175342466,1,0.098031968,0
4100,01/03/2012,889,1.071373497,24/02/2012,1,21/11/2013,01/01/2017,636,20.85245902,1.742465753,1,-0.002779038,0
4100,07/03/2013,1362,0.856315209,24/02/2012,2,21/11/2013,01/01/2017,636,20.85245902,1.742465753,1,-0.107890253,1
954,07/03/2013,1093,1.028933716,04/07/2012,2,15/11/2013,01/01/2017,499,16.36065574,1.367123288,1,-0.07394509,1
954,14/10/2013,932,0.993444138,04/07/2012,3,15/11/2013,01/01/2017,499,16.36065574,1.367123288,1,-0.106177315,1
954,10/07/2012,216,1.183001656,04/07/2012,1,15/11/2013,01/01/2017,499,16.36065574,1.367123288,1,0.134997651,0
9126,15/10/2012,815,1.344632301,06/10/2012,1,02/04/2015,01/01/2017,908,29.7704918,2.487671233,1,0.069838765,0
9126,03/04/2014,80,1.060494833,06/10/2012,2,02/04/2015,01/01/2017,908,29.7704918,2.487671233,1,-0.022459802,1
7982,13/02/2013,717,1.479905169,12/02/2013,1,08/01/2014,01/01/2017,330,10.81967213,0.904109589,1,0.297490752,0
9477,17/02/2012,1197,1.015831398,16/10/2008,4,25/04/2014,01/01/2017,2017,66.13114754,5.526027397,1,0.12447704,3
9477,17/02/2012,1197,1.015831398,16/10/2008,4,25/04/2014,01/01/2017,2017,66.13114754,5.526027397,1,0.12447704,4
