recodedID,DOB,BirthYear,BirthSeason,BIRTH_WGT,GENETIC_GROUP,FEED_GROUP,CULL_DATE,CULL_REASON,CULL_GROUP,HERD_LIFE,sampleDate,TEL_sampleNO,AGE_D,AGE_W,AGE_M,AGE_Y,AgeGr,LIVE_WGT,ExtrBatch,ExtractionID,VolOriginalDNAStock,MeanDNAconcentrationNanoDrop,IntegrityGel_score,Plate,RunDate,Row,QC_RTL,LogTL
1150,27/10/2008,2008,2,39,C,2,04/04/2013,UNKNOWN,O,1620,15/03/2011,3,869,124,28,2,2,NULL,60,908,150,131.45,1,25,17/02/2016,A,0.854159454,-0.068461048
1150,27/10/2008,2008,2,39,C,2,04/04/2013,UNKNOWN,O,1620,21/02/2012,4,1212,173,40,3,2,NULL,26,670,150,66.25,1,10,14/12/2015,H,0.89314526,-0.049077902
1150,27/10/2008,2008,2,39,C,2,04/04/2013,UNKNOWN,O,1620,21/02/2013,5,1578,225,52,4,2,NULL,41,1023,150,42.425,1,16,15/12/2015,F,1.007860005,0.003400211
2269,29/10/2008,2008,2,54,C,2,22/07/2016,FOOT/LEG PROBLEMS,L,2823,03/11/2008,1,5,1,0,0,1,NULL,43,1059,150,83.53,1,17,15/12/2015,H,1.342424993,0.127890029
2269,29/10/2008,2008,2,54,C,2,22/07/2016,FOOT/LEG PROBLEMS,L,2823,16/03/2010,2,503,72,16,1,2,NULL,50,1210,150,113.24,1,20,17/12/2015,H,1.266952941,0.102760484
2269,29/10/2008,2008,2,54,C,2,22/07/2016,FOOT/LEG PROBLEMS,L,2823,16/10/2013,7,1813,259,59,5,2,NULL,49,1205,150,31.865,1,20,17/12/2015,C,1.423943961,0.153492898
2269,29/10/2008,2008,2,54,C,2,22/07/2016,FOOT/LEG PROBLEMS,L,2823,22/02/2012,5,1211,173,40,3,2,NULL,8,252,150,94.5,1,3,02/11/2015,G,1.257777466,0.09960381
2269,29/10/2008,2008,2,54,C,2,22/07/2016,FOOT/LEG PROBLEMS,L,2823,22/02/2013,6,1577,225,52,4,2,NULL,57,1388,150,71.17,1,23,18/12/2015,F,1.03318202,0.01417684
2269,29/10/2008,2008,2,54,C,2,22/07/2016,FOOT/LEG PROBLEMS,L,2823,24/03/2011,4,876,125,29,2,2,NULL,3,130,150,80.61,1,1,22/10/2015,H,1.038883961,0.016567041
2269,29/10/2008,2008,2,54,C,2,22/07/2016,FOOT/LEG PROBLEMS,L,2823,26/10/2010,3,727,104,24,2,2,NULL,11,329,150,220.525,2,5,05/11/2015,A,1.142219044,0.057749397
2269,29/10/2008,2008,2,54,C,2,22/07/2016,FOOT/LEG PROBLEMS,L,2823,28/05/2014,8,2037,291,67,6,2,NULL,5,185,>150,38.855,1,2,02/11/2015,F,1.134081687,0.054644338
1980,04/11/2008,2008,2,34,S,1,16/01/2015,NULL,NULL,2264,09/03/2011,3,855,122,28,2,2,NULL,26,678,150,112.535,1,10,14/12/2015,H,1.005947934,0.002575503
1980,04/11/2008,2008,2,34,S,1,16/01/2015,NULL,NULL,2264,09/06/2014,6,2043,292,67,6,2,NULL,59,507,150,61.8,1,23,18/12/2015,E,1.014979154,0.006457123
1980,04/11/2008,2008,2,34,S,1,16/01/2015,NULL,NULL,2264,10/11/2008,1,6,1,0,0,1,NULL,26,663,150,90.815,1,10,14/12/2015,A,1.114783232,0.047190428
1980,04/11/2008,2008,2,34,S,1,16/01/2015,NULL,NULL,2264,16/03/2010,2,497,71,16,1,2,NULL,4,146,150,64.4,1,2,02/11/2015,G,0.933042364,-0.030098637
1980,04/11/2008,2008,2,34,S,1,16/01/2015,NULL,NULL,2264,17/02/2012,4,1200,171,39,3,2,NULL,3,140,150,86.355,1,2,02/11/2015,B,1.021342298,0.009171318
1980,04/11/2008,2008,2,34,S,1,16/01/2015,NULL,NULL,2264,25/02/2013,5,1574,225,52,4,2,NULL,14,390,150,77.765,1,6,05/11/2015,F,1.049940854,0.021164835
906,07/11/2008,2008,2,37,C,1,30/01/2015,NULL,NULL,2275,06/06/2014,6,2037,291,67,6,2,NULL,49,1196,150,72.385,1,19,16/12/2015,C,1.116586957,0.04789255
906,07/11/2008,2008,2,37,C,1,30/01/2015,NULL,NULL,2275,09/03/2011,3,852,122,28,2,2,NULL,10,297,150,157.485,1,4,02/11/2015,C,0.871940514,-0.059513143
906,07/11/2008,2008,2,37,C,1,30/01/2015,NULL,NULL,2275,11/03/2013,5,1585,226,52,4,2,NULL,49,1199,150,47.275,1,19,16/12/2015,F,1.028154569,0.01205841
906,07/11/2008,2008,2,37,C,1,30/01/2015,NULL,NULL,2275,11/11/2008,1,4,1,0,0,1,NULL,38,933,150,81.305,1,15,14/12/2015,C,0.979519952,-0.008986713
906,07/11/2008,2008,2,37,C,1,30/01/2015,NULL,NULL,2275,16/03/2010,2,494,71,16,1,2,NULL,40,988,150,62.985,1,16,15/12/2015,B,1.035186083,0.015018425
906,07/11/2008,2008,2,37,C,1,30/01/2015,NULL,NULL,2275,17/02/2012,4,1197,171,39,3,2,NULL,51,1234,150,64.69,1,20,17/12/2015,A,0.901334242,-0.04511413
2409,12/11/2008,2008,2,45,S,1,03/05/2013,MASTITIS,M,1633,02/03/2011,3,840,120,28,2,2,NULL,34,846,150,55.615,1,13,14/12/2015,H,0.844676534,-0.073309571
2409,12/11/2008,2008,2,45,S,1,03/05/2013,MASTITIS,M,1633,16/02/2012,4,1191,170,39,3,2,NULL,12,343,150,134.59,1,5,05/11/2015,G,0.942013815,-0.025942728
2409,12/11/2008,2008,2,45,S,1,03/05/2013,MASTITIS,M,1633,16/03/2010,2,489,70,16,1,2,NULL,29,746,150,95.8,1,12,12/12/2015,G,1.105828413,0.043687744
2409,12/11/2008,2008,2,45,S,1,03/05/2013,MASTITIS,M,1633,25/02/2013,5,1566,224,51,4,2,NULL,13,370,150,118.13,1,5,05/11/2015,C,0.973285229,-0.011759868
2409,12/11/2008,2008,2,45,S,1,03/05/2013,MASTITIS,M,1633,26/11/2008,1,14,2,0,0,1,NULL,11,330,150,137.82,1,5,05/11/2015,B,1.223013537,0.087431264
3926,18/09/2008,2008,1,51,C,1,15/04/2016,NOT SERVED - POLICY,O,2766,02/03/2011,3,895,128,29,2,2,NULL,40,992,150,83.365,1,16,15/12/2015,F,0.882375988,-0.054346319
3926,18/09/2008,2008,1,51,C,1,15/04/2016,NOT SERVED - POLICY,O,2766,12/05/2014,6,2062,295,68,6,2,NULL,6,199,150,93.75,1,24,04/01/2016,H,1.076288168,0.031928566
3926,18/09/2008,2008,1,51,C,1,15/04/2016,NOT SERVED - POLICY,O,2766,16/02/2012,4,1246,178,41,3,2,NULL,9,265,150,123.065,1,3,02/11/2015,D,0.924597235,-0.03404741
3926,18/09/2008,2008,1,51,C,1,15/04/2016,NOT SERVED - POLICY,O,2766,16/03/2010,2,544,78,18,1,2,NULL,42,1027,150,88.68,1,17,15/12/2015,A,1.284008824,0.108568008
3926,18/09/2008,2008,1,51,C,1,15/04/2016,NOT SERVED - POLICY,O,2766,25/02/2013,5,1621,232,53,4,2,NULL,32,797,150,117.14,1,13,14/12/2015,A,1.089028225,0.037039136
3926,18/09/2008,2008,1,51,C,1,15/04/2016,NOT SERVED - POLICY,O,2766,25/09/2008,1,7,1,0,0,1,NULL,13,378,150,79.68,1,5,05/11/2015,C,1.288303424,0.110018161
104,22/11/2008,2008,2,31,S,1,17/07/2014,REPEAT BREEDER,F,2063,02/03/2011,3,830,119,27,2,2,NULL,20,521,150,92.425,1,8,06/11/2015,H,1.181408792,0.072400199
104,22/11/2008,2008,2,31,S,1,17/07/2014,REPEAT BREEDER,F,2063,12/05/2014,6,1997,285,65,5,2,NULL,33,831,150,44.995,1,13,14/12/2015,C,1.358754196,0.133140898
104,22/11/2008,2008,2,31,S,1,17/07/2014,REPEAT BREEDER,F,2063,16/03/2010,2,479,68,16,1,2,NULL,5,182,>150,66.05,1,2,02/11/2015,C,1.293955793,0.111919439
104,22/11/2008,2008,2,31,S,1,17/07/2014,REPEAT BREEDER,F,2063,23/02/2012,4,1188,170,39,3,2,NULL,49,1195,150,86.605,1,19,16/12/2015,B,1.380443486,0.140018632
104,22/11/2008,2008,2,31,S,1,17/07/2014,REPEAT BREEDER,F,2063,27/02/2013,5,1558,223,51,4,2,NULL,53,1298,150,53.91,1,21,17/12/2015,H,1.57733474,0.197923869
104,22/11/2008,2008,2,31,S,1,17/07/2014,REPEAT BREEDER,F,2063,28/11/2008,1,6,1,0,0,1,NULL,9,287,150,53.3,1,4,02/11/2015,A,1.157993931,0.063706283
4391,25/11/2008,2008,2,44,S,1,17/08/2016,FOOT/LEG PROBLEMS,L,2822,09/03/2011,3,834,119,27,2,2,NULL,54,1315,150,135.5,1,21,17/12/2015,H,0.779862758,-0.107981819
4391,25/11/2008,2008,2,44,S,1,17/08/2016,FOOT/LEG PROBLEMS,L,2822,15/05/2014,6,1997,285,65,5,2,NULL,54,1317,150,110.12,1,22,17/12/2015,A,1.144345785,0.058557274
4391,25/11/2008,2008,2,44,S,1,17/08/2016,FOOT/LEG PROBLEMS,L,2822,16/03/2010,2,476,68,16,1,2,NULL,9,270,150,106.455,1,3,02/11/2015,A,0.91422871,-0.038945144
4391,25/11/2008,2008,2,44,S,1,17/08/2016,FOOT/LEG PROBLEMS,L,2822,17/02/2012,4,1179,168,39,3,2,NULL,15,417,150,112.67,1,6,05/11/2015,B,0.985740439,-0.006237427
4391,25/11/2008,2008,2,44,S,1,17/08/2016,FOOT/LEG PROBLEMS,L,2822,27/02/2013,5,1555,222,51,4,2,NULL,4,158,150,58.55,1,2,02/11/2015,C,1.022860543,0.009816426
4391,25/11/2008,2008,2,44,S,1,17/08/2016,FOOT/LEG PROBLEMS,L,2822,28/11/2008,1,3,0,0,0,1,NULL,14,384,150,63.3,1,5,05/11/2015,A,0.827728479,-0.082112102
10420,05/12/2008,2008,2,40,S,2,05/05/2016,REPEAT BREEDER,F,2708,03/04/2013,5,1580,226,52,4,2,NULL,25,639,150,42.47,1,10,14/12/2015,H,0.946612957,-0.023827555
10420,05/12/2008,2008,2,40,S,2,05/05/2016,REPEAT BREEDER,F,2708,16/03/2010,2,466,67,15,1,2,NULL,56,1356,150,44.305,1,22,17/12/2015,G,0.983017577,-0.007438717
10420,05/12/2008,2008,2,40,S,2,05/05/2016,REPEAT BREEDER,F,2708,16/05/2014,6,1988,284,65,5,2,NULL,45,1108,150,51.745,1,18,16/12/2015,G,1.209029616,0.082436939
10420,05/12/2008,2008,2,40,S,2,05/05/2016,REPEAT BREEDER,F,2708,20/02/2012,4,1172,167,38,3,2,NULL,6,212,150,112,1,24,04/01/2016,C,0.988788664,-0.004896521
10420,05/12/2008,2008,2,40,S,2,05/05/2016,REPEAT BREEDER,F,2708,24/03/2011,3,839,120,28,2,2,NULL,30,759,150,81.745,1,12,12/12/2015,D,0.79398588,-0.100187221
10729,11/12/2008,2008,2,45,C,NULL,16/11/2012,OTHER/SURPLUS,O,1436,16/03/2010,2,460,66,15,1,2,NULL,38,953,150,126.585,1,15,14/12/2015,H,1.106369548,0.043900214
10729,11/12/2008,2008,2,45,C,NULL,16/11/2012,OTHER/SURPLUS,O,1436,16/12/2008,1,5,1,0,0,1,NULL,23,598,150,117.975,1,25,17/02/2016,F,1.556167693,0.192056395
10729,11/12/2008,2008,2,45,C,NULL,16/11/2012,OTHER/SURPLUS,O,1436,27/02/2012,4,1173,168,38,3,2,NULL,21,556,150,98.245,1,8,06/11/2015,G,0.990946281,-0.003949888
10729,11/12/2008,2008,2,45,C,NULL,16/11/2012,OTHER/SURPLUS,O,1436,28/02/2011,3,809,116,27,2,2,NULL,53,1291,150,78.105,1,21,17/12/2015,A,1.157820591,0.063641269
4957,13/12/2008,2008,2,40,C,NULL,05/02/2013,OTHER/SURPLUS,O,1515,16/03/2010,2,458,65,15,1,2,NULL,44,1089,150,103.23,1,18,16/12/2015,E,1.061003759,0.025716923
4957,13/12/2008,2008,2,40,C,NULL,05/02/2013,OTHER/SURPLUS,O,1515,16/12/2008,1,3,0,0,0,1,NULL,20,522,150,113.945,1,8,06/11/2015,A,1.022809374,0.0097947
4957,13/12/2008,2008,2,40,C,NULL,05/02/2013,OTHER/SURPLUS,O,1515,27/02/2012,4,1171,167,38,3,2,NULL,4,161,150,80.6,1,2,02/11/2015,G,1.039600276,0.016866386
4957,13/12/2008,2008,2,40,C,NULL,05/02/2013,OTHER/SURPLUS,O,1515,28/02/2011,3,807,115,26,2,2,NULL,1,86,150,143.685,1,1,22/10/2015,E,0.978116482,-0.009609423
10324,19/12/2008,2008,2,50,S,2,26/05/2011,FOOT/LEG PROBLEMS,L,888,16/03/2010,2,452,65,15,1,2,NULL,56,1347,150,139.52,1,22,17/12/2015,F,0.89446996,-0.04843424
10324,19/12/2008,2008,2,50,S,2,26/05/2011,FOOT/LEG PROBLEMS,L,888,22/12/2008,1,3,0,0,0,1,NULL,35,872,150,59.91,1,14,11/12/2015,A,1.255660592,0.098872264
5315,21/12/2008,2008,2,38,C,1,25/03/2015,NULL,NULL,2285,02/06/2014,4,1989,284,65,5,2,NULL,27,697,150,65.115,1,11,12/12/2015,A,1.227973965,0.089189159
5315,21/12/2008,2008,2,38,C,1,25/03/2015,NULL,NULL,2285,03/04/2013,3,1564,223,51,4,2,NULL,24,616,150,75.265,1,25,17/02/2016,E,1.267990166,0.103115885
5315,21/12/2008,2008,2,38,C,1,25/03/2015,NULL,NULL,2285,16/03/2010,2,450,64,15,1,2,NULL,23,592,100,62.345,1,9,06/11/2015,A,1.023182132,0.009952947
5315,21/12/2008,2008,2,38,C,1,25/03/2015,NULL,NULL,2285,22/12/2008,1,1,0,0,0,1,NULL,16,445,200,190.715,1,7,05/11/2015,E,1.299007389,0.113611621
7544,26/12/2008,2008,2,40,C,2,09/06/2011,POOR YIELD/NO MILK,P,895,09/01/2009,1,14,2,0,0,1,NULL,48,1179,150,119.965,1,19,16/12/2015,C,1.261980804,0.101052749
7544,26/12/2008,2008,2,40,C,2,09/06/2011,POOR YIELD/NO MILK,P,895,12/04/2011,3,837,120,27,2,2,NULL,58,1397,150,128.19,1,23,18/12/2015,G,1.156889869,0.063292018
7544,26/12/2008,2008,2,40,C,2,09/06/2011,POOR YIELD/NO MILK,P,895,16/03/2010,2,445,64,15,1,2,NULL,26,666,150,102.815,1,10,14/12/2015,D,1.082290667,0.034343913
2421,31/12/2008,2008,2,38,S,1,04/10/2012,MASTITIS,M,1373,03/10/2012,5,1372,196,45,4,2,NULL,39,963,150,93.105,1,15,14/12/2015,B,1.46178557,0.16488367
2421,31/12/2008,2008,2,38,S,1,04/10/2012,MASTITIS,M,1373,09/03/2011,3,798,114,26,2,2,NULL,29,745,150,94.01,1,12,12/12/2015,F,1.181728354,0.072517656
2421,31/12/2008,2008,2,38,S,1,04/10/2012,MASTITIS,M,1373,12/01/2009,1,12,2,0,0,1,NULL,19,499,150,284.89,1,7,05/11/2015,H,1.110497921,0.04551775
2421,31/12/2008,2008,2,38,S,1,04/10/2012,MASTITIS,M,1373,16/03/2010,2,440,63,14,1,2,NULL,49,1190,150,75.49,1,19,16/12/2015,F,1.095665819,0.039678113
2421,31/12/2008,2008,2,38,S,1,04/10/2012,MASTITIS,M,1373,17/02/2012,4,1143,163,37,3,2,NULL,49,1188,150,66.91,1,19,16/12/2015,D,0.993611685,-0.00278331
6585,02/01/2009,2009,2,43,C,1,30/08/2013,OTHER/SURPLUS,O,1701,12/01/2009,1,10,1,0,0,1,NULL,25,649,150,209.29,1,10,14/12/2015,B,0.869789269,-0.060585955
6585,02/01/2009,2009,2,43,C,1,30/08/2013,OTHER/SURPLUS,O,1701,16/02/2012,4,1140,163,37,3,2,NULL,36,904,150,68.56,1,14,11/12/2015,B,1.120704932,0.049491283
6585,02/01/2009,2009,2,43,C,1,30/08/2013,OTHER/SURPLUS,O,1701,16/03/2010,2,438,63,14,1,2,NULL,53,1287,150,108.505,1,25,17/02/2016,G,0.915342806,-0.038416227
6585,02/01/2009,2009,2,43,C,1,30/08/2013,OTHER/SURPLUS,O,1701,25/02/2013,5,1515,216,50,4,2,NULL,40,998,150,48.68,1,16,15/12/2015,D,0.706687635,-0.150772508
1825,02/01/2009,2009,2,45,C,NULL,30/10/2013,DIED,O,1762,11/03/2013,5,1529,218,50,4,2,NULL,50,1230,150,58.055,1,20,17/12/2015,D,0.99972025,-0.000121511
